type,title,listed_in,description
Movie,The Eichmann Show,"Dramas, International Movies",This is the astonishing true story behind a moment in TV history: the live 1961 broadcast of Nazi mass-murderer Adolf Eichmann's trial in Jerusalem.
Movie,The End of the Tour,"Dramas, Independent Movies","""Rolling Stone"" reporter David Lipsky shadows famed writer David Foster Wallace in this fictionalized account of their revealing five-day encounter."
Movie,The Endless,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
Movie,The Evil Dead,"Classic Movies, Cult Movies, Horror Movies","During a stop at a remote cabin deep within the woods, a group of teens begins turning into flesh-eating zombies in director Sam Raimi's cult classic."
Movie,The Exception,"Dramas, Romantic Movies","During World War II, a Nazi officer charged with protecting an exiled Kaiser Wilhelm II from spies begins a steamy affair with a secretive Dutch maid."
Movie,The Eyes of My Mother,"Horror Movies, Independent Movies","At the remote farmhouse where she once witnessed a traumatic childhood event, a young woman develops a grisly fascination with violence."
Movie,The Fear of 13,"Documentaries, International Movies","After 20 years on Death Row, self-educated inmate Nick petitions the court to be executed, then tells his twisting, turning tale of despair and hope."
Movie,The Feels,"Comedies, Independent Movies, LGBTQ Movies","During their bachelorette weekend, a lesbian couple's relationship hits a snag when one of the brides confesses to never having an orgasm."
Movie,The Fighter,"Dramas, Sports Movies","After a string of defeats, a boxer rediscovers his fighting will with help from his trainer and half-brother, a once-talented pugilist."
Movie,The Figurine (Araromire),"Horror Movies, International Movies, Thrillers","When a pair of friends discovers a mystical sculpture in an abandoned shrine, good fortune is bestowed upon them – until luck starts running out."
Movie,The Final Destination,Horror Movies,"Nick O'Bannon thinks he's cheated death when he keeps a grisly premonition from becoming reality, but he soon realizes that fate has other plans."
Movie,The First Line,"Dramas, Independent Movies",Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.
Movie,The First Temptation of Christ,"Comedies, International Movies","Jesus, who's hitting the big 3-0, brings a surprise guest to meet the family. A Christmas special so wrong, it must be from comedians Porta dos Fundos."
Movie,The First Wives Club,Comedies,"Following a friend's suicide after her husband dumps her for a younger model, three women plot payback against their two-timing exes."
Movie,The Five Venoms,"Action & Adventure, Cult Movies, International Movies",A dying kung fu master sends his last student to track down five former pupils in order to learn which one of them has become evil.
Movie,The Flintstones,"Children & Family Movies, Comedies",The Flintstones hit the big screen in this live-action comedy that finds Fred and Barney struggling to cope with the pressures of work and family.
Movie,The Flintstones in Viva Rock Vegas,"Children & Family Movies, Comedies, Romantic Movies","Yabba-dabba-doo! Digital dinosaurs rule the day when Fred, Barney, Betty and Wilma take Vegas by storm in this prequel that posits their lives before marriage."
Movie,The Flying Guillotine,"Action & Adventure, Dramas, International Movies","In Qing-dynasty China, the emperor commands that a weapon be invented to kill at a distance without a trace. Then he orders it used on its wielders."
Movie,The Forbidden Kingdom,"Action & Adventure, Sci-Fi & Fantasy",Jackie Chan and Jet Li star in this rousing adventure about a martial arts movie fan who finds a mystical staff that transports him to ancient China.
Movie,The Force,Documentaries,"This documentary follows the police of Oakland, California, as they reform and face the challenges of corruption, commitment and cataclysmic change."
Movie,The Foreigner,"Action & Adventure, International Movies","After his daughter is killed by terrorists, a sullen restaurateur seeks the identities of those responsible and travels to Ireland to take vengeance."
Movie,The Forgotten,Horror Movies,"After a teenager goes to live with his father in abandoned public housing, he hears strange noises and decides to investigate with his new friend."
Movie,The Founder,Dramas,"After a fateful encounter with the McDonald brothers, struggling salesman Ray Kroc becomes driven to change the way hamburgers are made and sold."
Movie,The Free Man,"Documentaries, Sports Movies",Olympic freestyle skier Jossi Wells learns the dangerous extreme sport of highlining with help from death-defying daredevils the Flying Frenchies.
Movie,The Frozen Ground,"Dramas, Thrillers","In this fact-based thriller, an Alaska state trooper pursuing a serial killer teams with a 17-year-old-prostitute who escaped the predator's clutches."
Movie,The Gathering,"Comedies, Dramas, International Movies","Between divorce, bad relationships and coming out as gay, a group of affluent friends realize that none of their lives are as easy as they seem."
Movie,The Gentleman Driver,"Documentaries, Sports Movies","This documentary follows four tycoons who moonlight as motorsport competitors and examines what fuels them to succeed, both at work and on the track."
Movie,The Ghost Who Walks,"Dramas, Independent Movies, Thrillers","Desperate to meet his daughter, a convict cuts a deal by ratting out his old boss. Free and searching for his family, he must dodge a hit on his life."
Movie,The Girl with the Dragon Tattoo,"Dramas, Thrillers","When a young computer hacker is tasked with investigating a prying journalist, their separate missions become entangled amid a decades-old conspiracy."
Movie,The Golem,"Horror Movies, Independent Movies, International Movies","As sickness spreads throughout the countryside, an infertile woman conjures a living child out of clay and sets it loose on her enemies."
Movie,The Good Catholic,"Comedies, Dramas, Romantic Movies",A young priest’s faith is tested when he finds himself attracted to a woman he meets at confession and his ideals are shaken to the core.
Movie,The Good Neighbor,"Dramas, Independent Movies, Thrillers","Two tech-savvy teens plot to fool a cranky old neighbor into believing his house is haunted, but their cruel prank soon takes some unexpected turns."
Movie,"The Goods: Live Hard, Sell Hard",Comedies,"Hired to rescue a flagging car dealership during a major sale, a fast-talking closer spends his days on the lot and his nights at local strip clubs."
Movie,The Gospel of John,"Dramas, Faith & Spirituality","In the first of four word-for-word film adaptations, Aramaic-speaking actors re-create the stories of Jesus' life from the fourth gospel."
Movie,The Gospel of Luke,"Dramas, Faith & Spirituality",Word-for-word Bible texts of the entire book of Luke are narrated and re-enacted in this epic production of the Gospel's accounts of Jesus's life.
Movie,The Gospel of Mark,"Dramas, Faith & Spirituality","See Jesus from a disciple's point of view in this first-ever, word-for-word film adaptation of the Gospel of Mark, lauded for its historical accuracy."
Movie,The Gospel of Matthew,"Dramas, Faith & Spirituality",The Apostle Matthew is highlighted in this word-for-word film adaptation of the former tax collector's Biblical writings about working with Jesus.
Movie,The Great Battle,"Action & Adventure, Dramas, International Movies","In seventh-century Korea, the commander of Ansi Fortress, Yang Man-chun, combats Tang invaders in a retelling of an epic clash against all odds."
Movie,The Great Gambler,"Action & Adventure, Classic Movies, Cult Movies","After unwittingly using his skills to obtain military secrets, a gambler is pursued by a police officer who happens to be his doppelgänger."
Movie,The Great Raid,"Action & Adventure, Dramas","In World War II, a battalion goes on a daring rescue mission to liberate the Americans and Filipinos who've been captured by the Japanese."
Movie,The Green Hornet,"Action & Adventure, Comedies","A hard-partying heir dons a disguise to fight crime after hours. But with no talents or skills, he relies on his friend, a martial-arts genius."
Movie,The Hatred,Horror Movies,Four young women head to a country house for an idyllic weekend retreat. But what lies in store for them is far from the dreamy getaway they imagined.
Movie,The Haunting of Molly Hartley,"Horror Movies, Thrillers","A troubled teenage girl hopes to start fresh at a new school, but the horrifying truth about her past is destined to catch up with her."
Movie,The Healer,"Children & Family Movies, Dramas, Faith & Spirituality","A handyman who has hit rock bottom agrees to live with his distant uncle, who insists that his ability to fix things extends beyond the repair shop."
Movie,The Heat: A Kitchen (R)evolution,Documentaries,Seven female chefs describe what it’s like breaking into the restaurant industry's notorious boys' club.
Movie,The Help,Dramas,"A young, white writer stirs up the status quo in 1960s Mississippi by interviewing Black housemaids and bringing their stories to the masses."
Movie,The Heretics,Horror Movies,A withdrawn young woman hunted by a malicious cult is abducted by a brooding stranger and undergoes a bizarre transformation.
Movie,The Heroes of Evil,"Dramas, International Movies","Three teenage misfits find camaraderie in sex, violence and petty crime. But what starts as a lark soon threatens to damage them beyond repair."
Movie,The Heyday of the Insensitive Bastards,"Dramas, Independent Movies",An all-star cast brings to life the short stories of author Robert Boswell in this anthology series of vignettes set in modern-day America.
Movie,The Hollow Point,Action & Adventure,New straight-arrow sheriff Wallace finds he must join forces with brutal ex-lawman Leland to protect a troubled border town from a cartel hit man.
Movie,The Holy Man,"Comedies, Faith & Spirituality, International Movies","Formerly a troubled youth, a monk is given charge of a Buddhist temple neglected by superstitious villagers under the spell of a fake psychic."
Movie,The House on Coco Road,Documentaries,"This film chronicles the journey of Fannie Haughton, an Oakland activist who fled to Grenada with her family just prior to the U.S. invasion in 1983."
Movie,The Human Factor: The Untold Story of the Bombay Film Orchestras,"Documentaries, International Movies, Music & Musicals",A family of Parsi musicians collectively works for over 60 years scoring the orchestral soundtracks for some of Bollywood's most memorable films.
Movie,The Humanity Bureau,"Action & Adventure, Sci-Fi & Fantasy","In a dystopian, near-future United States, a deportation caseworker who has begun to question authority tries to safeguard a woman and her young son."
Movie,The Hundred-Foot Journey,"Comedies, Dramas","A chef and his family leave India to open an eatery in the south of France, where they clash with the haughty restaurateur across the street."
Movie,The Hurricane Heist,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.
Movie,The Hurt Business,"Documentaries, Sports Movies","Featuring legendary and up-and-coming MMA fighters, this documentary details the history of the brutal sport and the fighters' struggles and triumphs."
Movie,The Imaginarium of Doctor Parnassus,"Action & Adventure, Sci-Fi & Fantasy","When a deal with the devil comes due, the immortal Doctor Parnassus must renegotiate the pact to save his daughter and right the wrongs of his past."
Movie,The Incident,"International Movies, Sci-Fi & Fantasy, Thrillers","Two criminals race down a stairwell, a cop close behind. A bickering family begins a road trip. Their journeys will take far longer than expected."
Movie,The Incredible Story of the Giant Pear,Children & Family Movies,"Sebastian the elephant and his feline friend Mithco sail on a gigantic peach to rescue Sunnytown's beloved mayor, who's stranded on a mysterious island."
Movie,The Incredibles 2,"Children & Family Movies, Comedies","When Elastigirl gets recruited for a high-profile crime-fighting mission, Mr. Incredible takes on his toughest assignment ever: full-time parenting."
Movie,The Indian in the Cupboard,"Children & Family Movies, Dramas","A boy receives a wooden cupboard, antique keys and an Iroquois warrior figurine for his birthday. The figurine comes to life overnight in the cabinet."
Movie,The Informant!,"Comedies, Dramas","While gathering evidence against his employer to help the FBI build a price-fixing case, Mark Whitacre begins to piece together a fantasy world."
Movie,The Intent,"Dramas, International Movies, Thrillers","After burgeoning criminal Gunz joins the increasingly violent TIC crew, the gang finds itself dealing with threats from all sides."
Movie,The Intent 2: The Come Up,"Dramas, International Movies","During a trip to Jamaica, a London gang targets a disloyal member who has been meeting with rivals. Meanwhile, an undercover cop stands among them."
Movie,The Invention of Lying,"Comedies, Romantic Movies","In a world where no one fibs, a screenwriter gains fame and fortune – and maybe the girl of his dreams – by saying things that aren't true."
Movie,The Invitation,"Horror Movies, Independent Movies, Thrillers","A man accepts an invitation to a dinner party hosted by his ex-wife, an unsettling affair that reopens old wounds and creates new tensions."
Movie,The Iron Lady,"Dramas, International Movies","Margaret Thatcher, the first female prime minister of Britain, navigates a career destined to change the rules of leadership and politics."
Movie,The Jack King Affair,"Documentaries, International Movies",This documentary explores a bold World War II operation in which an MI5 agent infiltrated a fascist network to intercept stolen documents.
Movie,The Jane Austen Book Club,"Comedies, Dramas, Romantic Movies",Six book club members find their lives resemble a modern-day version of Jane Austen's novels in this drama.
Movie,The Jungle School,"Dramas, International Movies",An idealistic young woman travels to the jungles of Indonesia to teach literacy – and much more – to local children.
Movie,The Keeping Hours,"Dramas, Thrillers","Years after the death of their only child and subsequent divorce, a couple discovers that their son's ghost continues to inhabit their former home."
Movie,The King's Speech,"Dramas, International Movies","In this biographical drama, Britain's King George VI struggles with an embarrassing stutter until he seeks help from speech therapist Lionel Logue."
Movie,The Lake House,"Dramas, Romantic Movies, Sci-Fi & Fantasy","A lonely doctor begins writing letters to the frustrated architect who lives in her former home, only to discover that they're living two years apart."
Movie,The Lamb,"Children & Family Movies, Faith & Spirituality",A big-dreaming donkey escapes his menial existence and befriends some free-spirited animal pals in this imaginative retelling of the Nativity Story.
Movie,The Land of the Enlightened,"Documentaries, International Movies","In the rugged mountains of Afghanistan, armed bands of young boys survive by scavenging for old land mines, mining lapis lazuli and trading in opium."
Movie,The Last Days of Chez Nous,"Classic Movies, Dramas",Successful writer Beth's tepid marriage and home life face a new round of challenges when her footloose younger sister arrives for an extended visit.
Movie,The Last Exorcism,"Horror Movies, Independent Movies, Thrillers","Ready to expose his miraculous deeds as mere trickery, a famed evangelist invites a documentary crew to film his final exorcism."
Movie,The Last Face,Dramas,Savage civil war and a dispute over humanitarian assistance threaten to unravel a checkered romance between an aid director and a doctor.
Movie,The Last Hangover,"Comedies, International Movies","In this biblical ""Hangover"" spoof, the apostles awaken to find Jesus is missing and must piece together events of the previous night's wild Last Supper."
Movie,The Last Man on the Moon,Documentaries,Astronaut Gene Cernan looks back on the exciting history of NASA's lunar landings and how being the last man to stand on the moon changed his life.
Movie,The Last Resort,Documentaries,"In the waning days of the 70s, two young photographers document the Jewish retirees who dominated the sunny shores of South Beach."
Movie,The Last Whistle,"Dramas, Sports Movies","After a star player dies during football practice, his coach’s career and reputation are on the line as he refuses to quit his win-at-all-costs style."
Movie,The Legend of 420,Documentaries,"This documentary explores the growing trend of marijuana decriminalization in the U.S. and the use of cannabis in medicine, art, fine dining and more."
Movie,The Legend of Michael Mishra,"Comedies, Dramas, International Movies","After a life of crime, a notorious kidnapper tries to change his ways and turn over a new leaf to win the heart of the woman he loves."
Movie,The Little Hours,"Comedies, Independent Movies",Life at a convent takes an unruly turn when three unconventionally opinionated nuns cross paths with a tempting new gardener.
Movie,The Little Mermaid,"Children & Family Movies, Dramas","In this take on the classic tale, a captive circus mermaid transforms the lives of a skeptical journalist and his wide-eyed young sister."
Movie,The Little Prince,Children & Family Movies,"When an overscheduled girl befriends an eccentric aviator, he regales her with tales about the adventures of an unusual boy who lives on an asteroid."
Movie,The Lives of Others,"Dramas, International Movies, Thrillers","As a secret police agent eavesdrops on a successful writer in East Germany in 1984, he becomes increasingly fascinated by the man's life and politics."
Movie,The Lobster,"Comedies, International Movies, Romantic Movies","In a near-future world, single people are hunted and forced to find mates within 45 days, or be turned into animals and banished to the wilderness."
Movie,The Lodgers,"Horror Movies, International Movies","Twin siblings live under a curse in their ancestral home, but one of them is tempted to defy house rules, angering the spirits keeping them hostage."
Movie,The Long Goodbye: The Kara Tippetts Story,"Documentaries, Faith & Spirituality","Faced with terminal breast cancer, a courageous wife and mother turns her suffering into a resilient message of faith, love and compassion."
Movie,The Longest Yard,"Classic Movies, Comedies, Sports Movies",Washed-up professional quarterback Paul Crewe is sent to jail and forced to put together an inmate gridiron team to take on a group of prison guards.
Movie,The Longshots,"Comedies, Dramas, Sports Movies","When an 11-year-old girl becomes Pop Warner football's first female quarterback, she raises eyebrows – till she takes her team to the brink of glory."
Movie,The Look of Silence,"Documentaries, International Movies","In a society terrorized into silence, the brother of a 1960s Indonesian genocide victim learns the identity of his murderers and confronts them."
Movie,The Lord of the Rings: The Return of the King,"Action & Adventure, Sci-Fi & Fantasy","Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor."
Movie,The Lord of the Rings: The Two Towers,"Action & Adventure, Sci-Fi & Fantasy","Frodo and Sam head to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin."
Movie,The Love Guru,"Comedies, Sports Movies","Raised on an ashram in India, a self-styled love guru returns to his native America to settle a romantic rivalry between two pro hockey players."
Movie,The Lovers and the Despot,"Documentaries, International Movies",This firsthand account tells of two kidnapped South Korean movie professionals who became the unwilling personal filmmakers of dictator Kim Jong-il.
Movie,The lynx,"Dramas, International Movies",A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.
Movie,The Mad Monk,"Comedies, International Movies, Sci-Fi & Fantasy","To avoid punishment for his misdeeds, an arrogant god accepts a mission to reform three mortals on earth, where he must also contend with a demon."
Movie,The Magic Pill,Documentaries,"Doctors, farmers, chefs and others weigh in on the controversial ketogenic diet and its potential to eradicate common illnesses."
Movie,The Man Who Would Be Polka King,"Documentaries, Music & Musicals",This irreverent documentary reveals how charming entertainer Jan Lewan bilked investors out of millions in a complicated investment scam.
Movie,The Mask of Zorro,"Action & Adventure, Romantic Movies","An aging Zorro passes the torch to a young successor, schooling him in discipline and training him to take up the sword against crooked officials."
Movie,The Matrix,"Action & Adventure, Sci-Fi & Fantasy","A computer hacker learns that what most people perceive as reality is actually a simulation created by machines, and joins a rebellion to break free."
Movie,The Matrix Reloaded,"Action & Adventure, Sci-Fi & Fantasy","The crew must protect Zion, the last outpost still under human control, after it is pinpointed by the machines responsible for the Matrix."
Movie,The Matrix Revolutions,"Action & Adventure, Sci-Fi & Fantasy",The final installment in the Matrix trilogy finds an unconscious Neo trapped in a subway station in a zone between the Matrix and the machine world.
Movie,The Mayo Clinic,Documentaries,A look at how a world-renowned medical institution prioritizes patients' needs and has adapted to healthcare's evolving demands for over 150 years.
Movie,The Mayor,"Dramas, International Movies","With the presidency in mind, the incumbent mayor of Seoul runs for an unprecedented third term – and will stop at nothing to keep his secrets hidden."
Movie,"The Memphis Belle: A Story of a
Flying Fortress","Classic Movies, Documentaries",This documentary centers on the crew of the B-17 Flying Fortress Memphis Belle as it prepares to execute a strategic bombing mission over Germany.
Movie,The Men Who Stare at Goats,Comedies,"A journalist latches onto an unbelievable story in Iraq when he meets Lyn, a man of mysterious origins who reveals he was a ""warrior monk."""
Movie,The Model,"Dramas, Independent Movies, International Movies","Danish teen Emma moves to Paris hoping to become a top model, but her dreams soon unravel when her affair with photographer Shane turns obsessive."
Movie,The Monster,"Horror Movies, Independent Movies",A troubled mother-daughter relationship faces the ultimate test when the duo’s broken-down car leaves them trapped within reach of a vicious creature.
Movie,The Monster of Mangatiti,Dramas,Real events are dramatized in the unthinkable story of a resilient teenager held prisoner by a seasoned predator on a remote farm in the 1980s.
Movie,The Muppets,"Children & Family Movies, Comedies","When the Muppets learn that their beloved theater is slated for demolition, the gang reunite to raise the $10 million they need to save it."
Movie,The Music of Silence,"Dramas, International Movies, Music & Musicals","Based on the autobiography by tenor Andrea Bocelli, this musical biopic chronicles his life from his bumpy childhood to his meteoric rise to fame."
Movie,The Naked Gun 2 1/2: The Smell of Fear,Comedies,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that would put them out of business."
Movie,The Naked Gun: From the Files of Police Squad!,"Comedies, Cult Movies",Hapless cop Frank Drebin causes more problems than he solves while trying to stop a deadly plot involving Queen Elizabeth II.
Movie,The Natural,"Classic Movies, Dramas, Sports Movies",A gifted baseball player whose life has taken some startling turns becomes a 35-year-old rookie who helps a cellar-dwelling team get back in the game.
Movie,The Negro Soldier,"Classic Movies, Documentaries",This documentary urged African Americans to enlist and join in the effort to be part of America's continuing fight in World War II.
Movie,The New Romantic,"Comedies, Independent Movies, Romantic Movies","Fed up with dating and debt, a naïve college senior documents her experience of being with a wealthy, older man for a gonzo journalism grant."
Movie,The NSU-Complex,"Documentaries, International Movies","For 13 years, the underground neo-Nazi organization NSU eluded German police while planting bombs, robbing banks and killing immigrants at random."
Movie,The Nutcracker and the Four Realms,Children & Family Movies,"When her late mother gifts her a key, Clara embarks on a dreamlike journey full of fantasy and conflict in this retelling of the holiday classic."
Movie,The One I Love,"Comedies, Dramas, Independent Movies","Confronted with the potential end of their marriage, Ethan and Sophie take off for a weekend together, hoping to negotiate their future."
Movie,The Only Mother To You All,"Comedies, International Movies","Raising her large family alone after her husband's death, Ina searches for work and finally lands the most unlikely job: president of the Philippines."
Movie,The Other Guys,"Action & Adventure, Comedies",New York cops Allen and Terry toil in obscurity as lowly desk jockeys until a big break finally gives them a chance to tackle real police work.
Movie,The Parole Officer,"Action & Adventure, Comedies","After witnessing a murder, Simon Garden is framed – and the only evidence that proves his innocence is a videotape locked inside a bank vault."
Movie,The Pass,"Dramas, Independent Movies, LGBTQ Movies",The lives and careers of two professional soccer players are profoundly impacted by a single moment of intimacy that took place between them.
Movie,The Peacemaker,Action & Adventure,"After terrorists trigger a nuclear blast in Russia, a U.S. Special Forces intelligence agent and a nuclear weapons expert come to the rescue."
Movie,The Pelican Brief,"Dramas, Thrillers","When law student Darby Shaw theorizes about the assassinations of two Supreme Court justices, she is put in danger and turns to a reporter for help."
Movie,The Perfect Day,"Documentaries, International Movies, Sports Movies","French soccer fans, celebrities and athletes retrace the exhilarating events of July 12, 1998, as France earned a historic win in the World Cup final."
Movie,The Perks of Being a Wallflower,"Comedies, Dramas",A shy freshman struggling with depression deals with his best friend's suicide and his first love in this engaging coming-of-age tale.
Movie,The Phantom of the Opera,"Dramas, Music & Musicals, Romantic Movies","In 1870, a disfigured recluse roams beneath a Parisian opera house and takes under his wing a young soprano, with whom a love triangle develops."
Movie,The Physician,"Action & Adventure, Dramas, International Movies",A medical apprentice in 11th-century Persia disguises himself as a Jew to study at a school that does not admit Christians.
Movie,The Pink Panther,"Children & Family Movies, Comedies",Bumbling Inspector Clouseau must solve the murder of a world-famous soccer coach and catch the thief who stole his priceless diamond ring.
Movie,The Pirate Fairy,Children & Family Movies,"In this spritely tale, Tinker Bell and her friends set out to find free-spirited fairy Zarina after she makes off with some precious Blue Pixie Dust."
Movie,The Pirates of Somalia,Dramas,An aspiring journalist travels to Somalia in hopes of making a name for himself by covering dangerous pirates and hijackers.
Movie,The Pirates! Band of Misfits,"Children & Family Movies, Comedies","An egotistical pirate captain strives to win the Pirate of the Year Award, but to snag the coveted prize, he'll have to outwit his dreaded rivals."
Movie,The Place Beyond the Pines,"Dramas, Independent Movies",A violent confrontation between a motorcycle-riding bank robber and a rookie cop spirals into a tense generational feud.
Movie,The Plan,"Dramas, International Movies, Thrillers","After being sent to a remote prison, three young men suffer under the watchful eye of their jailer and make a meticulous plan to escape."
Movie,The Player,"Comedies, International Movies","To save his father’s company from bankruptcy, a rich, spoiled playboy is forced to wed a no-nonsense woman, who's just as unhappy to be marrying him."
Movie,The Polar Express,Children & Family Movies,"In this warm-hearted tale, a young boy's faith in the holiday spirit is revived after he makes his way by train to the North Pole on Christmas Eve."
Movie,The Power of Grayskull: The Definitive History of He-Man and the Masters of the Universe,Documentaries,"This colorful documentary explores the origins and impact of He-Man, a character whose power stretched well beyond a toy line and children's TV show."
Movie,The President's Barber,"Comedies, Dramas, International Movies","The personal barber to the president, as well as his wife and only son, get tangled in the political chaos that gripped South Korea in the late 1900s."
Movie,The Prince,Action & Adventure,A former Mafia hit man living quietly as a mechanic veers back into his old world after his daughter is abducted and faces an old foe in New Orleans.
Movie,The Prince & Me,"Comedies, Romantic Movies","A hardworking Wisconsin college student falls for her arrogant yet charming classmate, unaware that he's a Danish prince attending school incognito."
Movie,The Princess and the Frog,Children & Family Movies,"In New Orleans during the Jazz Age, a beautiful girl named Tiana has a fateful encounter with frog prince who desperately wants to be human again."
Movie,The Prison,"Action & Adventure, Dramas, International Movies",A cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss – and joins in on their nightly heists.
Movie,The Pursuit,Documentaries,"In a time of turbulence for the free market system, one economist explores how it has lifted billions out of poverty, and might just save us all."
Movie,The Pursuit of Happyness,Dramas,"When Chris and his son are evicted, they face trying times as a desperate Chris accepts an unpaid internship at a stock brokerage firm."
Movie,The Push,"Documentaries, Sports Movies","After a snowmobile accident paralyzed him, Grant Korgan became the first athlete with a spinal cord injury to push himself to the South Pole."
Movie,The Rainbow Troops,"Children & Family Movies, Dramas, International Movies",Two Indonesian teachers embrace an inspiring crop of gifted young students who've come to study at their crumbling Islamic primary school.
Movie,The Rainmaker,"Dramas, Thrillers",A young attorney and a scrappy paralegal work to help the parents of a terminally ill boy in their suit against an insurance company.
Movie,The Rat Race,"Documentaries, International Movies","Examine the troublesome coexistence of humans and rodents in Mumbai, where the byproducts of a big economy have led to a thriving rat population."
Movie,The Real Miyagi,"Documentaries, Sports Movies","A look at the life of karate master Fumio Demura shows how he spread the discipline in the West, winning countless devotees and influencing Hollywood."
Movie,The Rebound,"Documentaries, Sports Movies","This documentary follows three players on the Miami Heat Wheels, who face long odds on the way to the national wheelchair basketball championship."
Movie,The Redeemed and the Dominant: Fittest on Earth,"Documentaries, Sports Movies","Questions about endurance, doping and overall toughness surround a group of elite athletes as they compete fiercely at the Reebok Crossfit Games."
Movie,The Rehearsal,"Dramas, Independent Movies, International Movies",A drama student is torn between creative possibility and ethical boundaries when his girlfriend's family gets caught up in a sex scandal.
Movie,The Republic of Imbaba,"Dramas, International Movies","Living on the edges of Cairo’s Embabah neighborhood, several residents seek to better their circumstances following the January 25 Revolution."
Movie,The Rezort,"Horror Movies, International Movies","After a global zombie war, the living dead are confined to a luxury island resort and hunted by tourists on safari – until the security system fails."
Movie,The Rift: The Dark Side of the Moon,"Horror Movies, Independent Movies, Sci-Fi & Fantasy","When a team of special agents is sent to recover the wreckage of a downed satellite in Serbia, their mission takes a horrifying turn."
Movie,The Right One,"Dramas, International Movies, Romantic Movies","Under pressure to marry, a rich playboy is conflicted between four women who each possess a different quality he desires in his ideal wife."
Movie,The Ring,"Horror Movies, Thrillers",A reporter watches a video that supposedly sets in motion the viewer's death in seven days. Can she unravel the mystery before her own time is up?
Movie,The Riot Club,"Dramas, International Movies","After being drafted into an elite secret society, a pair of students at Oxford University see the group's extreme debauchery spiral out of control."
Movie,The River Thief,"Dramas, Independent Movies","A heedless teen drifter who falls for a small-town waitress makes the mistake of robbing a drug lord, putting his life and newfound love in jeopardy."
Movie,The River Wild,Action & Adventure,"A turbulent vacation turns deadly when a fugitive and his crew kidnap a river rafting guide and her family, forcing them down the dangerous river."
Movie,The Rolling Stones: Olé Olé Olé! A Trip Across Latin America,"Documentaries, International Movies, Music & Musicals","Follow the Rolling Stones as the iconic group breaks new ground in Latin America, wrapping a 10-city tour as the first-ever rock band to play in Cuba."
Movie,The Roommate,Thrillers,"While acclimating to campus life, college freshman Sara begins to realize that her new roommate, Rebecca, is becoming obsessed with her."
Movie,The Rover,"International Movies, Thrillers","Set in a chaotic future, this Outback saga follows loner Eric's brutal ordeal when a criminal gang takes his car and leaves him nowhere with nothing."
Movie,THE RUM DIARY,"Comedies, Dramas",Johnny Depp stars in this adaptation of Hunter S. Thompson's novel about a boozy journalist who moves to Puerto Rico and falls for a taken woman.
Movie,The Runner,"Dramas, Independent Movies",A New Orleans politician finds his idealistic plans for rebuilding after a toxic oil spill unraveling thanks to a sex scandal.
Movie,The Salvation,"Dramas, Independent Movies, International Movies","In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury."
Movie,The Sapphires,"Comedies, Dramas, Independent Movies","Sisters Gail, Cynthia and Julie have talent, but their career takes off when promoter Dave convinces them to tour for U.S. troops in Vietnam."
Movie,The Score,"Dramas, Thrillers","Ready-to-retire safecracker Nick, flamboyant fence Max and talented but volatile thief Jackie team up to rob the Montreal Customs House."
Movie,The Sea of Trees,Dramas,"A brooding American unable to cope with personal crisis travels to ""suicide forest"" near Mount Fuji, where he meets a fellow lost wanderer."
Movie,The Search for Life in Space,Documentaries,"To determine whether we're alone in the universe, astrobiologists look to Jupiter, Mars and, closer to home, extreme environments on Earth."
Movie,The Secret Life of Pets 2,"Children & Family Movies, Comedies","On a farm outside New York, Max aims to boost his confidence while in the city, Snowball attempts to rescue a tiger cub and Gidget pretends to be a cat."
Movie,The Seven Five,Documentaries,"This riveting film examines the case of Mike Dowd, a corrupt Brooklyn cop who became dirtier than the drug dealers he was supposed to be policing."
Movie,The Shaukeens,"Comedies, International Movies, Music & Musicals",Three sexually frustrated men in their 60s have the adventure of a lifetime after meeting an intriguing young woman during a holiday in Mauritius.
Movie,The Show,Dramas,A disillusioned reality TV host and an idealistic producer are lured by their network into producing a show in which participants kill themselves.
Movie,The Sign of Venus,"Classic Movies, Comedies, Independent Movies","While suitors swoon over her cousin, a single woman takes initiative in finding herself a partner after receiving a favorable romantic fortune."
Movie,The Signal,"Sci-Fi & Fantasy, Thrillers","During their drive across the country, college pals Nick and Jonah – accompanied by Nick's girlfriend – run into major trouble in the Nevada desert."
Movie,The Similars,"Horror Movies, Independent Movies, International Movies","Stranded in a transit station one stormy night in 1968, eight strangers begin to fall victim to seizures, only to wake up disturbingly altered."
